delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_id_original
81,ecom express,clothing,scooter,same day,east,stormy,0.2286201022146508,0.10337768679631525,8,8,yes,delayed,3,0.24396852366593424,250.99
82,dhl,documents,bike,same day,east,rainy,0.19352640545144806,0.45568065506653016,6,8,no,delivered,5,0.2440531010897996,250.99
83,blue dart,clothing,truck,same day,central,stormy,0.8681431005110732,0.4382804503582394,9,8,yes,failed,2,0.8864836949039889,250.99
84,amazon logistics,furniture,scooter,two day,central,cold,0.29199318568994886,0.7023541453428862,4,16,no,delivered,4,0.2965236336647294,250.99
85,shadowfax,electronics,van,two day,south,clear,0.8190800681431005,0.2650972364380757,7,16,no,delivered,4,0.7580691416536524,250.99
86,xpressbees,electronics,truck,standard,south,stormy,0.28688245315161837,0.390992835209826,8,24,no,delivered,4,0.26195749112652705,250.99
87,delhivery,furniture,scooter,same day,east,stormy,0.0,0.4100307062436028,3,8,no,delivered,4,0.0500520086097215,250.99
88,ekart,furniture,van,two day,south,cold,0.0,0.16540429887410438,0,16,no,delivered,3,0.0,250.99
89,xpressbees,documents,van,standard,east,rainy,0.36592844974446337,0.7371545547594677,9,24,no,delivered,4,0.3704312902116855,250.99
90,amazon logistics,groceries,bike,express,east,rainy,0.8613287904599659,0.6726714431934493,11,7,yes,delayed,3,0.8697959185797861,250.99
91,dhl,groceries,ev van,same day,east,foggy,0.5938671209540035,0.3989764585465711,7,8,no,delivered,5,0.6208715482326831,250.99
92,amazon logistics,cosmetics,ev van,two day,east,rainy,0.6834752981260648,0.1518935516888434,9,16,no,delivered,4,0.6178072431064844,250.99
93,amazon logistics,furniture,ev bike,standard,central,cold,0.41362862010221463,0.7930399181166836,4,24,no,delivered,5,0.4213013576888555,250.99
94,dhl,fragile items,bike,two day,north,hot,0.27155025553662687,0.6968270214943705,4,16,no,delivered,4,0.27647878420864025,250.99
95,ecom express,clothing,van,standard,west,foggy,0.6459965928449745,0.667553735926305,7,24,no,delivered,4,0.6311899939442563,250.99
96,ekart,clothing,van,two day,east,foggy,0.5816013628620103,0.9543500511770726,10,16,no,delivered,5,0.5970532444810628,250.99
97,ekart,groceries,bike,same day,west,clear,0.026575809199318567,0.8096212896622312,1,8,no,delivered,5,0.11840357900429213,250.99
98,xpressbees,electronics,ev van,express,east,clear,0.5546848381601364,0.9066530194472875,6,5,yes,delayed,2,0.5993368349254273,250.99
99,shadowfax,cosmetics,van,standard,west,stormy,0.6337308347529813,0.7656090071647901,11,24,no,delivered,5,0.6288283320317084,250.99
100,blue dart,groceries,truck,express,west,stormy,0.3666098807495741,0.7504605936540428,6,4,yes,delayed,2,0.4048803255476128,250.99
101,amazon logistics,groceries,ev bike,same day,west,hot,0.3393526405451448,0.7635619242579323,4,8,no,delivered,5,0.4126354247204976,250.99
102,blue dart,furniture,scooter,standard,east,clear,0.7931856899488927,0.9541453428863869,9,24,no,delivered,4,0.7990436505385758,250.99
103,amazon logistics,electronics,van,same day,central,clear,0.36899488926746166,0.5254861821903787,5,8,no,delivered,5,0.41823705256265686,250.99
104,delhivery,groceries,ev van,standard,south,stormy,0.28279386712095395,0.4088024564994882,8,24,no,delivered,5,0.25975197215034584,250.99
105,amazon logistics,automobile parts,ev bike,standard,west,clear,0.7904599659284498,0.9703172978505629,5,24,no,delivered,5,0.7979831797624181,250.99
106,amazon logistics,pharmacy,truck,same day,south,cold,0.9945485519591142,0.9780962128966223,6,8,no,delivered,4,1.0,250.99
107,amazon logistics,pharmacy,truck,two day,west,foggy,0.17955706984667802,0.8798362333674513,5,16,no,delivered,5,0.20609735564130116,250.99
108,shadowfax,furniture,bike,two day,central,stormy,0.37683134582623506,0.5762538382804503,6,16,no,delivered,5,0.36549977580476717,250.99
109,fedex,furniture,scooter,same day,north,hot,0.0,0.6292732855680655,2,8,no,delivered,4,0.0699797508635355,250.99
110,xpressbees,automobile parts,bike,same day,west,stormy,0.48586030664395224,0.4479017400204708,9,8,yes,failed,2,0.5224169208977281,250.99
111,ekart,automobile parts,ev bike,same day,east,clear,0.2793867120954003,0.2051177072671443,3,8,no,delivered,4,0.30213827341825256,250.99
112,amazon logistics,groceries,ev van,express,south,rainy,0.8323679727427599,0.09334698055271239,9,6,yes,failed,2,0.7869100431917385,250.99
113,shadowfax,automobile parts,bike,standard,south,foggy,0.9240204429301534,0.0030706243602865915,9,24,no,delivered,4,0.8332779893369988,250.99
114,fedex,electronics,scooter,standard,west,clear,0.10936967632027259,0.20736949846468783,3,24,no,delivered,3,0.07496981887159143,250.99
115,fedex,documents,van,express,central,stormy,0.8712095400340716,0.5392016376663255,8,7,yes,failed,1,0.8665039050047193,250.99
116,shadowfax,documents,ev bike,same day,south,clear,0.21022146507666098,0.9093142272262026,4,8,no,delivered,5,0.30324428588418406,250.99
117,delhivery,cosmetics,van,express,south,clear,0.30494037478705277,0.41392016376663254,2,3,no,delivered,3,0.31391405320258264,250.99
118,blue dart,pharmacy,bike,standard,central,hot,0.8933560477001704,0.6436028659160695,9,24,no,delivered,5,0.8650725947546901,250.99
119,ekart,furniture,truck,two day,west,clear,0.36320272572402046,0.46202661207778906,4,16,no,delivered,4,0.34159689462928156,250.99
120,blue dart,documents,bike,standard,west,clear,0.008177172061328793,0.004298874104401227,1,24,no,delivered,4,0.0,250.99
121,dhl,furniture,truck,two day,east,foggy,0.04395229982964225,0.42620266120777883,2,16,no,delivered,4,0.0333772441968827,250.99
122,xpressbees,documents,ev van,standard,north,cold,0.3352640545144804,0.368474923234391,4,24,no,delivered,4,0.30600281109333105,250.99
123,shadowfax,furniture,bike,express,north,rainy,0.8919931856899489,0.3129989764585466,13,7,yes,delayed,3,0.8647798267490026,250.99
124,fedex,groceries,ev van,two day,north,foggy,0.08143100511073254,0.3021494370522006,2,16,no,delivered,5,0.05733217301782396,250.99
125,amazon logistics,fragile items,truck,two day,south,hot,0.19045996592844974,0.14575230296827021,2,16,no,delivered,3,0.14651581350599965,250.99
126,shadowfax,cosmetics,bike,express,north,cold,0.9764906303236798,0.5852610030706243,6,7,no,delivered,4,0.971412440376169,250.99
127,delhivery,clothing,scooter,standard,east,rainy,0.41022146507666096,0.8092118730808597,8,24,no,delivered,4,0.41959029134450254,250.99
128,xpressbees,automobile parts,scooter,two day,north,clear,0.8800681431005111,0.839508700102354,9,16,no,delivered,4,0.8710645799377664,250.99
129,shadowfax,pharmacy,ev van,two day,central,rainy,0.3816013628620102,0.26407369498464683,8,16,no,delivered,5,0.3402891975372095,250.99
130,shadowfax,groceries,ev bike,express,east,hot,0.5192504258943782,0.28290685772773794,2,5,no,delivered,3,0.5060349244905771,250.99
131,shadowfax,furniture,van,standard,north,foggy,0.9557069846678025,0.28004094165813714,9,24,no,delivered,4,0.8899383573711045,250.99
132,fedex,clothing,truck,same day,north,cold,0.965587734241908,0.15435005117707268,10,8,yes,failed,1,0.9524475795632839,250.99
133,delhivery,electronics,van,two day,north,foggy,0.15979557069846678,0.6266120777891504,2,16,no,delivered,4,0.16308648262792724,250.99
134,shadowfax,groceries,van,two day,west,foggy,0.6804088586030665,0.1398157625383828,7,16,no,delivered,4,0.6137280088939016,250.99
135,amazon logistics,fragile items,truck,same day,west,hot,0.42316865417376487,0.39631525076765606,2,8,no,delivered,3,0.45764362612823034,250.99
136,ekart,groceries,scooter,two day,east,cold,0.14378194207836456,0.5435005117707267,1,16,no,delivered,5,0.13987323275472835,250.99
137,shadowfax,groceries,ev bike,same day,west,hot,0.017376490630323677,0.6808597748208802,0,8,no,delivered,5,0.09734380046181876,250.99
138,delhivery,automobile parts,ev van,standard,north,rainy,0.5083475298126066,0.976458546571136,6,24,no,delivered,4,0.5292221505410482,250.99
139,dhl,automobile parts,ev van,same day,south,rainy,0.08654173764906303,0.823336745138178,5,8,no,delivered,4,0.1769636860975274,250.99
140,dhl,furniture,scooter,standard,north,clear,0.9471890971039183,0.39181166837256903,8,24,no,delivered,3,0.8924626681757013,250.99
141,ecom express,electronics,van,same day,east,stormy,0.2456558773424191,0.8352098259979528,8,8,yes,delayed,2,0.3300097875597279,250.99
142,blue dart,cosmetics,scooter,standard,north,cold,0.4391822827938671,0.276560900716479,3,24,no,delivered,4,0.396455112939487,250.99
143,ekart,cosmetics,truck,standard,west,rainy,0.731175468483816,0.6822927328556806,10,24,no,delivered,5,0.7139197263959373,250.99
144,dhl,automobile parts,scooter,express,east,rainy,0.5083475298126066,0.20040941658137154,8,5,yes,delayed,2,0.48775969497997856,250.99
145,ecom express,automobile parts,van,same day,west,cold,0.3754684838160136,0.4356192425793244,4,8,no,delivered,3,0.4158493668273811,250.99
146,amazon logistics,pharmacy,bike,standard,east,clear,0.6327086882453152,0.6163766632548617,7,24,no,delivered,5,0.6136239136029903,250.99
147,delhivery,electronics,truck,two day,north,rainy,0.19250425894378195,0.8180143295803479,5,16,no,delivered,3,0.2125642755891598,250.99
148,ekart,documents,truck,same day,south,foggy,0.49097103918228274,0.939611054247697,6,8,no,delivered,4,0.5741783043033253,250.99
149,amazon logistics,cosmetics,truck,two day,north,cold,0.9724020442930154,0.989150460593654,6,16,no,delivered,4,0.9734878402387113,250.99
150,delhivery,pharmacy,van,express,north,cold,0.7904599659284498,0.8532241555783009,7,6,yes,delayed,3,0.819348738221943,250.99
151,amazon logistics,groceries,ev bike,same day,central,cold,0.3321976149914821,0.18607983623336743,4,8,no,delivered,4,0.35074426831810374,250.99
152,ekart,groceries,truck,two day,central,cold,0.9209540034071549,0.8575230296827021,6,16,no,delivered,3,0.9118178863295037,250.99
153,ecom express,cosmetics,scooter,standard,north,clear,0.8824531516183988,0.587308085977482,4,24,no,delivered,4,0.8492956522259605,250.99
154,ekart,groceries,van,two day,east,clear,0.2678023850085179,0.37134083930399175,2,16,no,delivered,3,0.2418670999806643,250.99
155,dhl,clothing,truck,same day,south,cold,0.9427597955706986,0.29928352098259975,7,8,no,delivered,4,0.9444712778972124,250.99
156,shadowfax,automobile parts,bike,same day,east,foggy,0.4855195911413969,0.7256908904810644,8,8,yes,delayed,2,0.5485773686948505,250.99
157,blue dart,groceries,van,same day,west,clear,0.9413969335604769,0.4290685772773797,12,8,yes,failed,2,0.9555444144678922,250.99
158,shadowfax,documents,ev van,same day,south,stormy,0.5512776831345827,0.8706243602865916,11,8,yes,delayed,2,0.6251784908941341,250.99
159,fedex,electronics,van,two day,central,cold,0.08960817717206132,0.9547594677584441,2,16,no,delivered,3,0.12736227997833777,250.99
160,amazon logistics,furniture,truck,standard,north,hot,0.13287904599659286,0.8982599795291708,1,24,no,delivered,4,0.1632881672540677,250.99
161,ecom express,automobile parts,ev bike,standard,east,foggy,0.49846678023850083,0.4634595701125895,10,24,no,delivered,4,0.47087673998531726,250.99
162,shadowfax,clothing,scooter,standard,west,rainy,0.016354344122657582,0.8902763561924256,4,24,no,delivered,4,0.05127512827792816,250.99
163,dhl,documents,ev bike,two day,east,hot,0.7741056218057922,0.6006141248720573,6,16,no,delivered,4,0.74711961824093,250.99
164,dhl,clothing,bike,express,west,clear,0.30459965928449745,0.17809621289662228,2,3,no,delivered,4,0.2911041725816647,250.99
165,dhl,electronics,van,two day,west,clear,0.02316865417376491,0.08024564994882293,1,16,no,delivered,4,0.0,250.99
166,amazon logistics,pharmacy,truck,two day,north,hot,0.6517887563884157,0.03582395087001023,4,16,no,delivered,4,0.5764879185704176,250.99
167,ekart,documents,scooter,express,west,rainy,0.6081771720613288,0.03254861821903786,11,5,yes,delayed,2,0.5670672947429535,250.99
168,blue dart,cosmetics,ev bike,standard,south,clear,0.11993185689948893,0.823336745138178,3,24,no,delivered,4,0.1437833121195805,250.99
169,dhl,groceries,bike,two day,north,cold,0.175809199318569,0.12507676560900716,1,16,no,delivered,3,0.1305567042181754,250.99
170,delhivery,pharmacy,truck,express,east,stormy,0.7485519591141397,0.8943705220061412,12,6,yes,failed,1,0.7832602020541642,250.99
171,delhivery,electronics,truck,express,west,hot,0.14514480408858604,0.2898669396110542,2,2,no,delivered,5,0.14952156503106073,250.99
172,delhivery,documents,ev bike,two day,south,hot,0.0,0.9999999999999999,1,16,no,delivered,5,0.0440600234266452,250.99
173,xpressbees,groceries,scooter,express,north,hot,1.0000000000000002,0.4366427840327533,5,8,no,delivered,5,0.9887963539583404,250.99
174,xpressbees,electronics,bike,express,central,hot,0.28688245315161837,0.1443193449334698,3,3,no,delivered,5,0.2709682397460283,250.99
175,xpressbees,groceries,truck,express,central,hot,0.8988074957410562,0.2223132036847492,9,7,yes,delayed,2,0.8626393673296407,250.99
176,fedex,furniture,ev van,two day,east,stormy,0.4129471890971039,0.2081883316274309,10,16,no,delivered,4,0.36488821597066384,250.99
177,xpressbees,groceries,ev bike,express,south,clear,0.9720613287904599,0.15619242579324463,6,7,no,delivered,4,0.9262741198547974,250.99
178,blue dart,furniture,scooter,two day,central,hot,0.4289608177172061,0.8018423746161719,4,16,no,delivered,4,0.4367790262562154,250.99
179,ecom express,fragile items,van,same day,south,foggy,0.754344122657581,0.13613101330603888,11,8,yes,delayed,3,0.7490258632557415,250.99
180,fedex,cosmetics,scooter,standard,south,stormy,0.9747870528109029,0.4849539406345956,14,24,no,delivered,5,0.9276924181934625,250.99
181,ecom express,electronics,ev bike,standard,south,rainy,0.27870528109028964,0.827021494370522,7,24,no,delivered,4,0.2957234011158495,250.99
182,blue dart,pharmacy,truck,same day,east,hot,0.021465076660988076,0.60532241555783,0,8,no,delivered,3,0.09404528093106992,250.99
183,fedex,automobile parts,van,standard,west,hot,0.4480408858603066,0.755783009211873,4,24,no,delivered,5,0.45060418208035996,250.99
184,xpressbees,fragile items,bike,standard,south,stormy,0.7666098807495741,0.10174002047082906,9,24,no,delivered,4,0.6923980250000454,250.99
185,fedex,documents,truck,express,north,rainy,0.565587734241908,0.8345957011258954,9,5,yes,delayed,3,0.6028760748164084,250.99
186,fedex,fragile items,van,express,central,foggy,0.8419080068143101,0.5997952917093141,10,7,yes,failed,2,0.8443055842179047,250.99
187,blue dart,fragile items,bike,two day,north,rainy,0.2626916524701874,0.0,7,16,no,delivered,4,0.20109427572188132,250.99
188,dhl,groceries,scooter,two day,east,stormy,0.060306643952299836,0.8294779938587511,7,16,no,delivered,3,0.08744173591389029,250.99
189,ekart,fragile items,ev bike,two day,north,clear,0.21635434412265758,0.6599795291709313,2,16,no,delivered,4,0.22026732711658908,250.99
190,ekart,pharmacy,ev bike,standard,west,foggy,0.22419080068143105,0.0065506653019447286,5,24,no,delivered,3,0.16544814454047524,250.99
191,xpressbees,cosmetics,van,two day,south,cold,0.33253833049403747,0.7922210849539405,2,16,no,delivered,5,0.3438024136054627,250.99
192,shadowfax,cosmetics,ev bike,two day,north,rainy,0.3086882453151618,0.9969293756397132,5,16,no,delivered,4,0.3405494357644875,250.99
193,shadowfax,fragile items,ev bike,same day,north,foggy,0.22964224872231687,0.6528147389969293,5,8,no,delivered,3,0.29733037216929115,250.99
194,dhl,automobile parts,truck,two day,east,foggy,0.11516183986371381,0.8534288638689866,3,16,no,delivered,4,0.14209826959795535,250.99
195,ecom express,fragile items,scooter,two day,north,cold,0.5226575809199319,0.8671443193449334,3,16,no,delivered,4,0.5324621164706594,250.99
196,delhivery,groceries,van,same day,east,cold,0.7158432708688245,0.9999999999999999,5,8,no,delivered,5,0.7951205592623598,250.99
197,dhl,pharmacy,ev bike,express,central,cold,0.9165247018739354,0.24912998976458545,8,7,yes,delayed,2,0.8821116926857182,250.99
198,blue dart,pharmacy,scooter,express,south,stormy,0.2722316865417376,0.47799385875127937,7,3,yes,delayed,2,0.2887945583145723,250.99
199,dhl,fragile items,truck,express,central,foggy,0.6640545144804089,0.3977482088024565,4,5,no,delivered,5,0.6552360061447449,250.99
200,ecom express,groceries,ev bike,express,west,hot,0.5284497444633731,0.7039918116683725,6,5,yes,failed,2,0.5549662171745258,250.99
201,dhl,documents,truck,same day,north,clear,0.8916524701873936,0.6372569089048106,5,8,no,delivered,5,0.927900608775285,250.99
202,ecom express,cosmetics,truck,express,east,stormy,0.6991482112436117,0.45363357215967237,9,6,yes,delayed,2,0.6940700556103067,250.99
203,fedex,automobile parts,scooter,express,east,rainy,0.17751277683134584,0.9381780962128965,3,3,yes,failed,1,0.24223793945453548,250.99
204,xpressbees,automobile parts,van,standard,east,foggy,0.262350936967632,0.910747185261003,4,24,no,delivered,3,0.2880919151009217,250.99
205,fedex,clothing,bike,same day,east,stormy,0.6272572402044293,0.1232343909928352,13,8,yes,delayed,3,0.6264601641634784,250.99
206,ekart,automobile parts,bike,standard,south,foggy,0.7563884156729132,0.45363357215967237,9,24,no,delivered,5,0.716190304928938,250.99
207,xpressbees,fragile items,truck,express,east,rainy,0.07120954003407154,0.0,5,2,yes,delayed,2,0.05104091387337797,250.99
208,ecom express,clothing,scooter,standard,west,rainy,0.6497444633730836,0.5903787103377687,6,24,no,delivered,4,0.6274100336930432,250.99
